symbol	company_name	LastSale	MarketCap	IPOyear	Sector	industry	quote
CYBR	CyberArk Software Ltd.	55.38	$1.84B	2014	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/cybr
CYCCP	Cyclacel Pharmaceuticals, Inc.	7.62	$2.55M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/cyccp
CYNA	Cynapsus Therapeutics Inc.	39.68	$488.56M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/cyna
CYNO	Cynosure, Inc.	51.59	$1.22B	2005	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/cyno
CY	Cypress Semiconductor Corporation	12.19	$3.92B	1986	Technology	Semiconductors	http://www.nasdaq.com/symbol/cy
CONE	CyrusOne Inc	50.83	$4.07B	2013	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/cone
CYTK	Cytokinetics, Incorporated	10.36	$411.33M	2004	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/cytk
CTMX	CytomX Therapeutics, Inc.	12.07	$438M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ctmx
DAKT	Daktronics, Inc.	9.73	$429.03M	1994	Consumer Durables	Miscellaneous manufacturing industries	http://www.nasdaq.com/symbol/dakt
DTLK	Datalink Corporation	9.93	$219.79M	1999	Technology	EDP Services	http://www.nasdaq.com/symbol/dtlk
PLAY	Dave & Buster&#39;s Entertainment, Inc.	46.6	$1.95B	2014	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/play
DWSN	Dawson Geophysical Company	7.61	$164.55M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/dwsn
DBVT	DBV Technologies S.A.	34.47	$1.67B	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/dbvt
DFRG	Del Frisco&#39;s Restaurant Group, Inc.	14.86	$347.02M	2012	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/dfrg
TACOW	Del Taco Restaurants, Inc.	3.17	n/a	2014	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/tacow
DGAS	Delta Natural Gas Company, Inc.	25.35	$179.79M	1981	Public Utilities	Oil & Gas Production	http://www.nasdaq.com/symbol/dgas
DELT	Delta Technology Holdings Limited	1.56	$15.01M	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/delt
XRAY	DENTSPLY SIRONA Inc.	61.7	$14.38B	1987	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/xray
DEPO	Depomed, Inc.	20.93	$1.28B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/depo
DERM	Dermira, Inc.	32.52	$1.15B	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/derm
DEST	Destination Maternity Corporation	5.6	$78.47M	n/a	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/dest
DXLG	Destination XL Group, Inc.	4.76	$242.1M	n/a	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/dxlg
DSWL	Deswell Industries, Inc.	1.79	$28.74M	1995	Consumer Non-Durables	Plastic Products	http://www.nasdaq.com/symbol/dswl
DXCM	DexCom, Inc.	92.09	$7.72B	2005	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/dxcm
DHXM	DHX Media Ltd.	6	$172.65M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/dhxm
DHIL	Diamond Hill Investment Group, Inc.	189.79	$650.26M	n/a	Finance	Investment Managers	http://www.nasdaq.com/symbol/dhil
FANG	Diamondback Energy, Inc.	96.38	$7.52B	2012	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/fang
DCIX	Diana Containerships Inc.	3.68	$34.45M	n/a	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/dcix
DRNA	Dicerna Pharmaceuticals, Inc.	3.14	$65.16M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/drna
DGII	Digi International Inc.	11.95	$310.25M	1989	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/dgii
DMRC	Digimarc Corporation	35.75	$324.98M	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/dmrc
DCOM	Dime Community Bancshares, Inc.	18.02	$680.92M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/dcom
DMTX	Dimension Therapeutics, Inc.	5.89	$147.42M	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/dmtx
DIOD	Diodes Incorporated	21.32	$1.04B	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/diod
DISCA	Discovery Communications, Inc.	25.89	$10.25B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/disca
DISCB	Discovery Communications, Inc.	27.25	$10.79B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/discb
DISCK	Discovery Communications, Inc.	25.08	$9.93B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/disck
DISH	DISH Network Corporation	51.78	$24.07B	1995	Consumer Services	Television Services	http://www.nasdaq.com/symbol/dish
DLTR	Dollar Tree, Inc.	83.11	$19.59B	1995	Consumer Services	Department/Specialty Retail Stores	http://www.nasdaq.com/symbol/dltr
DGICA	Donegal Group, Inc.	16.13	$429.01M	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/dgica
DGICB	Donegal Group, Inc.	17.45	$464.12M	1986	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/dgicb
DMLP	Dorchester Minerals, L.P.	14.81	$454.3M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/dmlp
DORM	Dorman Products, Inc.	64.09	$2.22B	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/dorm
EAGL	Double Eagle Acquisition Corp.	9.8099	$613.12M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/eagl
DRWI	DragonWave Inc	3.0276	$16.51M	2009	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/drwi
DSPG	DSP Group, Inc.	11.65	$255.07M	1994	Technology	Semiconductors	http://www.nasdaq.com/symbol/dspg
DTSI	DTS, Inc.	34.1	$601.5M	2003	Miscellaneous	Multi-Sector Companies	http://www.nasdaq.com/symbol/dtsi
DLTH	Duluth Holdings Inc.	29.64	$959.41M	2015	Consumer Services	Clothing/Shoe/Accessory Stores	http://www.nasdaq.com/symbol/dlth
DNKN	Dunkin&#39; Brands Group, Inc.	49.35	$4.53B	2011	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/dnkn
DXPE	DXP Enterprises, Inc.	28.21	$409.14M	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/dxpe
BOOM	Dynamic Materials Corporation	10.72	$155.15M	n/a	Capital Goods	Industrial Specialties	http://www.nasdaq.com/symbol/boom
ETFC	E*TRADE Financial Corporation	26.48	$7.25B	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/etfc
EGLE	Eagle Bulk Shipping Inc.	7.3	$137.27M	n/a	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/egle
ELNK	EarthLink Holdings Corp.	6.43	$678.33M	n/a	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/elnk
EWBC	East West Bancorp, Inc.	37.46	$5.4B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ewbc
EVBS	Eastern Virginia Bankshares, Inc.	7.65	$100.22M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/evbs
EVGBC	Eaton Vance NextShares Trust	100.03	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/evgbc
EVSTC	Eaton Vance NextShares Trust	100.01	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/evstc
EVLMC	Eaton Vance NextShares Trust II	100.05	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/evlmc
EBAY	eBay Inc.	32.28	$36.44B	1998	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/ebay
EBAYL	eBay Inc.	27.27	n/a	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/ebayl
EBIX	Ebix, Inc.	57.95	$1.88B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/ebix
ELON	Echelon Corporation	5.53	$24.5M	1998	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/elon
ECHO	Echo Global Logistics, Inc.	26.38	$773.1M	2009	Transportation	Oil Refining/Marketing	http://www.nasdaq.com/symbol/echo
SATS	EchoStar Corporation	39.47	$3.71B	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/sats
EEI	Ecology and Environment, Inc.	9.91	$42.51M	1987	Consumer Services	Military/Government/Technical	http://www.nasdaq.com/symbol/eei
ECACR	E-compass Acquisition Corp.	0.5	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/ecacr
ECACU	E-compass Acquisition Corp.	10.5	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/ecacu
EDAP	EDAP TMS S.A.	2.89	$73.36M	1997	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus	http://www.nasdaq.com/symbol/edap
EDGE	Edge Therapeutics, Inc.	8.95	$258.64M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/edge
EDIT	Editas Medicine, Inc.	16.11	$589.85M	2016	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/edit
EHTH	eHealth, Inc.	11.51	$210.94M	2006	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/ehth
LOCO	El Pollo Loco Holdings, Inc.	13.66	$524.82M	2014	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/loco
EMITF	Elbit Imaging Ltd.	3.89	$3.58M	n/a	Consumer Services	Building operators	http://www.nasdaq.com/symbol/emitf
ESLT	Elbit Systems Ltd.	97.44	$4.16B	n/a	Capital Goods	Military/Government/Technical	http://www.nasdaq.com/symbol/eslt
ERI	Eldorado Resorts, Inc.	14.17	$667.06M	n/a	Consumer Services	Hotels/Resorts	http://www.nasdaq.com/symbol/eri
ESIO	Electro Scientific Industries, Inc.	5.75	$182.2M	n/a	Miscellaneous	Industrial Machinery/Components	http://www.nasdaq.com/symbol/esio
EA	Electronic Arts Inc.	83.46	$25.1B	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/ea
EFII	Electronics for Imaging, Inc.	47.06	$2.2B	1992	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/efii
ELECU	Electrum Special Acquisition Corporation	10.0382	$250.96M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/elecu
ELECW	Electrum Special Acquisition Corporation	0.25	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/elecw
RDEN	Elizabeth Arden, Inc.	13.97	$418.39M	n/a	Consumer Non-Durables	Package Goods/Cosmetics	http://www.nasdaq.com/symbol/rden
CAPX	Elkhorn S&P 500 Capital Expenditures Portfolio	24.81	$2.58M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/capx
EMCI	EMC Insurance Group Inc.	27.82	$585.83M	1982	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/emci
EMMS	Emmis Communications Corporation	4.11	$49.8M	1994	Consumer Services	Broadcasting	http://www.nasdaq.com/symbol/emms
ENTA	Enanta Pharmaceuticals, Inc.	22.04	$419.55M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/enta
ECPG	Encore Capital Group Inc	22.02	$562.1M	n/a	Finance	Finance Companies	http://www.nasdaq.com/symbol/ecpg
WIRE	Encore Wire Corporation	39	$807.15M	1992	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/wire
ENDP	Endo International plc	19.82	$4.42B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/endp
ECYT	Endocyte, Inc.	2.97	$125.52M	2011	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/ecyt
ELGX	Endologix, Inc.	12.22	$1.01B	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/elgx
EIGI	Endurance International Group Holdings, Inc.	8.11	$1.15B	2013	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/eigi
ERII	Energy Recovery, Inc.	12.14	$631.94M	2008	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/erii
ENOC	EnerNOC, Inc.	5.62	$175.61M	2007	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/enoc
ESGR	Enstar Group Limited	166.13	$3.22B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/esgr
ENTG	Entegris, Inc.	17.27	$2.44B	2000	Consumer Non-Durables	Plastic Products	http://www.nasdaq.com/symbol/entg
EBTC	Enterprise Bancorp Inc	27.09	$309.41M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ebtc
EFSC	Enterprise Financial Services Corporation	31.23	$625.17M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/efsc
ENZY          	Enzymotec Ltd.	7.3	$165.84M	2013	Consumer Durables	Specialty Chemicals	http://www.nasdaq.com/symbol/enzy
EPIQ	EPIQ Systems, Inc.	16.49	$628.71M	1997	Technology	EDP Services	http://www.nasdaq.com/symbol/epiq
EPZM	Epizyme, Inc.	7.16	$414.97M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/epzm
PLUS	ePlus inc.	92.76	$658M	1996	Technology	Retail: Computer Software & Peripheral Equipment	http://www.nasdaq.com/symbol/plus
EQIX	Equinix, Inc.	371.46	$26.4B	2000	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/eqix
EQBK	Equity Bancshares, Inc.	24.53	$201.62M	2015	Finance	Major Banks	http://www.nasdaq.com/symbol/eqbk
ERIC	Ericsson	7.12	$23.39B	n/a	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/eric
ERIE	Erie Indemnity Company	103.69	$4.79B	n/a	Finance	Specialty Insurers	http://www.nasdaq.com/symbol/erie
ESSA	ESSA Bancorp, Inc.	13.69	$155.98M	n/a	Finance	Banks	http://www.nasdaq.com/symbol/essa
ESND	Essendant Inc.	19.6	$731.03M	n/a	Consumer Services	Paper	http://www.nasdaq.com/symbol/esnd
ESSF	ETRE REIT, LLC	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/essf
ETSY	Etsy, Inc.	13.87	$1.58B	2015	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/etsy
EEFT	Euronet Worldwide, Inc.	78.81	$4.11B	1997	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/eeft
ESEA	Euroseas Ltd.	1.84	$15.08M	n/a	Transportation	Marine Transportation	http://www.nasdaq.com/symbol/esea
EVEP	EV Energy Partners, L.P.	2.38	$116.75M	2006	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/evep
EVLV	EVINE Live Inc.	1.91	$109.51M	n/a	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/evlv
EXAC	Exactech, Inc.	27.9	$394.76M	1996	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/exac
EXEL	Exelixis, Inc.	11.54	$2.66B	2000	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/exel
EXFO	EXFO Inc	3.4201	$75.38M	n/a	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/exfo
EXLS	ExlService Holdings, Inc.	51.92	$1.74B	2006	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/exls
EXPE	Expedia, Inc.	112.05	$16.78B	n/a	Consumer Services	Transportation Services	http://www.nasdaq.com/symbol/expe
EXPD	Expeditors International of Washington, Inc.	51.32	$9.29B	n/a	Transportation	Oil Refining/Marketing	http://www.nasdaq.com/symbol/expd
EXPO	Exponent, Inc.	50.7	$1.32B	n/a	Consumer Services	Professional Services	http://www.nasdaq.com/symbol/expo
ESRX	Express Scripts Holding Company	72.54	$45.72B	1992	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/esrx
EXTR	Extreme Networks, Inc.	3.89	$407.69M	1999	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/extr
EYEGW	Eyegate Pharmaceuticals, Inc.	0.4212	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/eyegw
EZPW	EZCORP, Inc.	10.54	$568.96M	1991	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/ezpw
FFIV	F5 Networks, Inc.	123.89	$8.2B	1999	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/ffiv
FB	Facebook, Inc.	126.51	$363.29B	2012	Technology	Computer Software: Programming, Data Processing	http://www.nasdaq.com/symbol/fb
FCS	Fairchild Semiconductor International, Inc.	19.91	$2.29B	1999	Technology	Semiconductors	http://www.nasdaq.com/symbol/fcs
DAVE	Famous Dave&#39;s of America, Inc.	5.96	$41.47M	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/dave
FARM	Farmer Brothers Company	32.68	$548.01M	n/a	Consumer Non-Durables	Packaged Foods	http://www.nasdaq.com/symbol/farm
FFKT	Farmers Capital Bank Corporation	30.85	$231.54M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffkt
FARO	FARO Technologies, Inc.	33.3	$555.25M	1997	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/faro
FAST	Fastenal Company	43.32	$12.52B	1987	Consumer Services	RETAIL: Building Materials	http://www.nasdaq.com/symbol/fast
FBRC	FBR & Co	13.25	$91.77M	n/a	Finance	Investment Bankers/Brokers/Service	http://www.nasdaq.com/symbol/fbrc
FDML	Federal-Mogul Holdings Corporation	9.24	$1.56B	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/fdml
FEIC	FEI Company	106.61	$4.37B	1995	Capital Goods	Biotechnology: Laboratory Analytical Instruments	http://www.nasdaq.com/symbol/feic
GSM	Ferroglobe PLC	8.49	$1.46B	n/a	Capital Goods	Metal Fabrications	http://www.nasdaq.com/symbol/gsm
FGEN	FibroGen, Inc	17.84	$1.12B	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/fgen
ONEQ	Fidelity Nasdaq Composite Index Tracking Stock	206.8402	$682.57M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/oneq
LION	Fidelity Southern Corporation	18.03	$469.43M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/lion
FDUS	Fidus Investment Corporation	16.16	$310.27M	2011	n/a	n/a	http://www.nasdaq.com/symbol/fdus
FRGI	Fiesta Restaurant Group, Inc.	25.49	$686.23M	n/a	Consumer Services	Restaurants	http://www.nasdaq.com/symbol/frgi
FSAM	Fifth Street Asset Management Inc.	5.97	$290.73M	2014	Finance	Investment Managers	http://www.nasdaq.com/symbol/fsam
FSC	Fifth Street Finance Corp.	6.29	$913.96M	2008	n/a	n/a	http://www.nasdaq.com/symbol/fsc
FSCFL	Fifth Street Finance Corp.	25.9501	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fscfl
FSFR	Fifth Street Senior Floating Rate Corp.	8.86	$261.08M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fsfr
FITB	Fifth Third Bancorp	20.1	$15.4B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fitb
FITBI	Fifth Third Bancorp	32.45	$584.1M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fitbi
FNGN	Financial Engines, Inc.	32.47	$2.01B	2010	Finance	Investment Managers	http://www.nasdaq.com/symbol/fngn
FISI	Financial Institutions, Inc.	27.13	$394.15M	1999	Finance	Major Banks	http://www.nasdaq.com/symbol/fisi
FNSR	Finisar Corporation	22.32	$2.4B	1999	Technology	Semiconductors	http://www.nasdaq.com/symbol/fnsr
FEYE	FireEye, Inc.	15.23	$2.58B	2013	Technology	Computer peripheral equipment	http://www.nasdaq.com/symbol/feye
FBNC	First Bancorp	20.06	$402.96M	1987	Finance	Major Banks	http://www.nasdaq.com/symbol/fbnc
FNLC	First Bancorp, Inc (ME)	22.85	$246.45M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fnlc
BUSE	First Busey Corporation	23.29	$889.78M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/buse
FBIZ	First Business Financial Services, Inc.	23.1	$201.06M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fbiz
FCNCA	First Citizens BancShares, Inc.	284.81	$3.42B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fcnca
FCBC	First Community Bancshares, Inc.	24.15	$411.7M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fcbc
FBNK	First Connecticut Bancorp, Inc.	17.66	$279.35M	2011	Finance	Banks	http://www.nasdaq.com/symbol/fbnk
FDEF	First Defiance Financial Corp.	45.3	$406.63M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/fdef
FFBC	First Financial Bancorp.	21.83	$1.35B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffbc
FFBCW	First Financial Bancorp.	10	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffbcw
FFIN	First Financial Bankshares, Inc.	36.6	$2.42B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/ffin
THFF	First Financial Corporation Indiana	40.96	$499.13M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/thff
FFNW	First Financial Northwest, Inc.	13.59	$181.11M	n/a	Finance	Banks	http://www.nasdaq.com/symbol/ffnw
FHB	First Hawaiian, Inc.	27.19	$3.79B	2016	n/a	n/a	http://www.nasdaq.com/symbol/fhb
FIBK	First Interstate BancSystem, Inc.	31	$1.39B	2010	Finance	Major Banks	http://www.nasdaq.com/symbol/fibk
FRME	First Merchants Corporation	27.12	$1.11B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/frme
FMBI	First Midwest Bancorp, Inc.	19.8	$1.61B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fmbi
FNBC	First NBC Bank Holding Company	12.85	$247.12M	2013	Finance	Major Banks	http://www.nasdaq.com/symbol/fnbc
FSLR	First Solar, Inc.	38.18	$3.91B	2006	Technology	Semiconductors	http://www.nasdaq.com/symbol/fslr
FSBK	First South Bancorp Inc	9.72	$92.29M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/fsbk
FAAR	First Trust Alternative Absolute Return Strategy ETF	29.2	$2.92M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/faar
FPA	First Trust Asia Pacific Ex-Japan AlphaDEX Fund	29.784	$34.25M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fpa
BICK	First Trust BICK Index Fund	22.9601	$8.04M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/bick
FBZ	First Trust Brazil AlphaDEX Fund	14.17	$123.28M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fbz
FCAN	First Trust Canada AlphaDEX Fund	24.0499	$7.22M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fcan
FTCS	First Trust Capital Strength ETF	40.73	$244.38M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ftcs
FCA	First Trust China AlphaDEX Fund	20.92	$4.18M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fca
FDT	First Trust Developed Markets Ex-US AlphaDEX Fund	48.831	$219.84M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fdt
FDTS	First Trust Developed Markets ex-US Small Cap AlphaDEX Fund	33.7179	$6.74M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fdts
FVC	First Trust Dorsey Wright Dynamic Focus 5 ETF	21.31	$225.89M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fvc
FV	First Trust Dorsey Wright Focus 5 ETF	22.94	$3.17B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fv
IFV	First Trust Dorsey Wright International Focus 5 ETF	17.7801	$456.95M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ifv
FEM	First Trust Emerging Markets AlphaDEX Fund	21.2	$125.08M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fem
FEMB	First Trust Emerging Markets Local Currency Bond ETF	42.64	$4.26M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/femb
FEMS	First Trust Emerging Markets Small Cap AlphaDEX Fund	32.62	$88.07M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fems
FTSM	First Trust Enhanced Short Maturity ETF	59.93	$341.58M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ftsm
FEP	First Trust Europe AlphaDEX Fund	29.76	$291.65M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fep
FEUZ	First Trust Eurozone AlphaDEX ETF	32.35	$8.09M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/feuz
FGM	First Trust Germany AlphaDEX Fund	37.6	$124.08M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fgm
FTGC	First Trust Global Tactical Commodity Strategy Fund	20.65	$342.86M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ftgc
FTHI	First Trust High Income ETF	20.28	$7.1M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fthi
HYLS	First Trust High Yield Long/Short ETF	48.81	$1.04B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/hyls
FHK	First Trust Hong Kong AlphaDEX Fund	34.94	$8.74M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fhk
FTAG	First Trust Indxx Global Agriculture ETF	22.105	$4.2M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ftag
FTRI	First Trust Indxx Global Natural Resources Income ETF	10.7148	$10.71M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ftri
FPXI	First Trust International IPO ETF	27.14	$2.71M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fpxi
YDIV	First Trust International Multi-Asset Diversified Income Index	17.41	$13.06M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ydiv
SKYY	First Trust ISE Cloud Computing Index Fund	33.87	$572.4M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/skyy
FJP	First Trust Japan AlphaDEX Fund	47.03	$152.85M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fjp
FEX	First Trust Large Cap Core AlphaDEX Fund	47.27	$1.45B	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fex
FTC	First Trust Large Cap Growth AlphaDEX Fund	51.23	$625.01M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ftc
FTA	First Trust Large Cap Value AlphaDEX Fund	42.828	$815.87M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fta
FLN	First Trust Latin America AlphaDEX Fund	18.82	$16.94M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fln
FTLB	First Trust Low Beta Income ETF	20.04	$5.01M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ftlb
LMBS	First Trust Low Duration Opportunities ETF	52.32	$122.95M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/lmbs
FMB	First Trust Managed Municipal ETF	54.22	$78.62M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fmb
FMK	First Trust Mega Cap AlphaDEX Fund	27.31	$15.02M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fmk
FNX	First Trust Mid Cap Core AlphaDEX Fund	53.62	$654.16M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fnx
FNY	First Trust Mid Cap Growth AlphaDEX Fund	31.5501	$86.76M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/fny
